TOP.60cc038f.0001ac0e	START
TOP.60cc167c.000bf5d9	user_options->brain_session	0
TOP.60cc167c.000bf5d9	hashes->hashfile	Preguntas1/archivo_5
TOP.60cc167c.000bf5d9	hashes->hashlist_mode	5
TOP.60cc167c.000bf5d9	hashes->hashlist_format	0
TOP.60cc167c.000bf5d9	hashes->hashes_cnt	0
TOP.60cc167c.000bf5d9	hashes->digests_cnt	20
TOP.60cc167c.000bf5d9	hashes->digests_done	0
TOP.60cc167c.000bf5d9	hashes->salts_cnt	20
TOP.60cc167c.000bf5d9	hashes->salts_done	0
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	START
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	rulefile	rules/best64.rule
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	runtime_start	1623987840
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	runtime_stop	1623987973
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	status-after-work	7
TOP.60cc167c.000bf5d9	SUB.60cc167d.000a2dbe	STOP
TOP.60cc167c.000bf5d9	proc_start	1623987836
TOP.60cc167c.000bf5d9	proc_stop	1623987975
TOP.60cc167c.000bf5d9	STOP
TOP.60cc1c0f.000c1f63	START
TOP.60cc1c0f.000c1f63	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc1c0f.000c1f63	folder_config->install_dir	.
TOP.60cc1c0f.000c1f63	folder_config->profile_dir	.
TOP.60cc1c0f.000c1f63	folder_config->session_dir	.
TOP.60cc1c0f.000c1f63	folder_config->shared_dir	.
TOP.60cc1c0f.000c1f63	user_options->separator	:
TOP.60cc1c0f.000c1f63	user_options->encoding_from	utf-8
TOP.60cc1c0f.000c1f63	user_options->encoding_to	utf-8
TOP.60cc1c0f.000c1f63	user_options->rp_files[0]	rules/best64.rule
TOP.60cc1c0f.000c1f63	user_options->rule_buf_l	:
TOP.60cc1c0f.000c1f63	user_options->rule_buf_r	:
TOP.60cc1c0f.000c1f63	user_options->session	hashcat
TOP.60cc1c0f.000c1f63	user_options->limit	0
TOP.60cc1c0f.000c1f63	user_options->skip	0
TOP.60cc1c0f.000c1f63	user_options->attack_mode	0
TOP.60cc1c0f.000c1f63	user_options->benchmark	0
TOP.60cc1c0f.000c1f63	user_options->benchmark_all	0
TOP.60cc1c0f.000c1f63	user_options->bitmap_max	18
TOP.60cc1c0f.000c1f63	user_options->bitmap_min	16
TOP.60cc1c0f.000c1f63	user_options->debug_mode	0
TOP.60cc1c0f.000c1f63	user_options->hash_info	0
TOP.60cc1c0f.000c1f63	user_options->force	0
TOP.60cc1c0f.000c1f63	user_options->hwmon_disable	0
TOP.60cc1c0f.000c1f63	user_options->hwmon_temp_abort	90
TOP.60cc1c0f.000c1f63	user_options->hash_mode	0
TOP.60cc1c0f.000c1f63	user_options->hex_charset	0
TOP.60cc1c0f.000c1f63	user_options->hex_salt	0
TOP.60cc1c0f.000c1f63	user_options->hex_wordlist	0
TOP.60cc1c0f.000c1f63	user_options->hook_threads	2
TOP.60cc1c0f.000c1f63	user_options->identify	0
TOP.60cc1c0f.000c1f63	user_options->increment	0
TOP.60cc1c0f.000c1f63	user_options->increment_max	256
TOP.60cc1c0f.000c1f63	user_options->increment_min	1
TOP.60cc1c0f.000c1f63	user_options->keep_guessing	0
TOP.60cc1c0f.000c1f63	user_options->kernel_accel	0
TOP.60cc1c0f.000c1f63	user_options->kernel_loops	0
TOP.60cc1c0f.000c1f63	user_options->kernel_threads	0
TOP.60cc1c0f.000c1f63	user_options->keyspace	0
TOP.60cc1c0f.000c1f63	user_options->left	0
TOP.60cc1c0f.000c1f63	user_options->logfile_disable	0
TOP.60cc1c0f.000c1f63	user_options->loopback	0
TOP.60cc1c0f.000c1f63	user_options->machine_readable	0
TOP.60cc1c0f.000c1f63	user_options->markov_classic	0
TOP.60cc1c0f.000c1f63	user_options->markov_disable	0
TOP.60cc1c0f.000c1f63	user_options->markov_threshold	256
TOP.60cc1c0f.000c1f63	user_options->backend_info	0
TOP.60cc1c0f.000c1f63	user_options->backend_vector_width	0
TOP.60cc1c0f.000c1f63	user_options->optimized_kernel_enable	1
TOP.60cc1c0f.000c1f63	user_options->outfile_autohex	1
TOP.60cc1c0f.000c1f63	user_options->outfile_check_timer	5
TOP.60cc1c0f.000c1f63	user_options->outfile_format	3
TOP.60cc1c0f.000c1f63	user_options->wordlist_autohex_disable	0
TOP.60cc1c0f.000c1f63	user_options->potfile_disable	0
TOP.60cc1c0f.000c1f63	user_options->progress_only	0
TOP.60cc1c0f.000c1f63	user_options->quiet	0
TOP.60cc1c0f.000c1f63	user_options->remove	0
TOP.60cc1c0f.000c1f63	user_options->remove_timer	60
TOP.60cc1c0f.000c1f63	user_options->restore	0
TOP.60cc1c0f.000c1f63	user_options->restore_disable	0
TOP.60cc1c0f.000c1f63	user_options->restore_timer	60
TOP.60cc1c0f.000c1f63	user_options->rp_files_cnt	1
TOP.60cc1c0f.000c1f63	user_options->rp_gen	0
TOP.60cc1c0f.000c1f63	user_options->rp_gen_func_max	4
TOP.60cc1c0f.000c1f63	user_options->rp_gen_func_min	1
TOP.60cc1c0f.000c1f63	user_options->rp_gen_seed	0
TOP.60cc1c0f.000c1f63	user_options->runtime	0
TOP.60cc1c0f.000c1f63	user_options->scrypt_tmto	0
TOP.60cc1c0f.000c1f63	user_options->segment_size	33554432
TOP.60cc1c0f.000c1f63	user_options->self_test_disable	0
TOP.60cc1c0f.000c1f63	user_options->slow_candidates	0
TOP.60cc1c0f.000c1f63	user_options->show	0
TOP.60cc1c0f.000c1f63	user_options->speed_only	0
TOP.60cc1c0f.000c1f63	user_options->spin_damp	0
TOP.60cc1c0f.000c1f63	user_options->status	0
TOP.60cc1c0f.000c1f63	user_options->status_json	0
TOP.60cc1c0f.000c1f63	user_options->status_timer	10
TOP.60cc1c0f.000c1f63	user_options->stdout_flag	0
TOP.60cc1c0f.000c1f63	user_options->usage	0
TOP.60cc1c0f.000c1f63	user_options->username	0
TOP.60cc1c0f.000c1f63	user_options->veracrypt_pim_start	485
TOP.60cc1c0f.000c1f63	user_options->veracrypt_pim_stop	485
TOP.60cc1c0f.000c1f63	user_options->version	0
TOP.60cc1c0f.000c1f63	user_options->workload_profile	4
TOP.60cc1c0f.000c1f63	user_options->brain_client	0
TOP.60cc1c0f.000c1f63	user_options->brain_client_features	2
TOP.60cc1c0f.000c1f63	user_options->brain_server	0
TOP.60cc1c0f.000c1f63	user_options->brain_server_timer	300
TOP.60cc1c0f.000c1f63	user_options->brain_port	6863
TOP.60cc1c0f.000c1f63	user_options->brain_session	0
TOP.60cc1c0f.000c1f63	hashes->hashfile	Preguntas1/archivo_1
TOP.60cc1c0f.000c1f63	hashes->hashlist_mode	5
TOP.60cc1c0f.000c1f63	hashes->hashlist_format	0
TOP.60cc1c0f.000c1f63	hashes->hashes_cnt	0
TOP.60cc1c0f.000c1f63	hashes->digests_cnt	1000
TOP.60cc1c0f.000c1f63	hashes->digests_done	0
TOP.60cc1c0f.000c1f63	hashes->salts_cnt	1
TOP.60cc1c0f.000c1f63	hashes->salts_done	0
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	START
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	rulefile	rules/best64.rule
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	runtime_start	1623989264
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	runtime_stop	1623989265
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	status-after-work	5
TOP.60cc1c0f.000c1f63	SUB.60cc1c10.00029cf1	STOP
TOP.60cc1c0f.000c1f63	proc_start	1623989263
TOP.60cc1c0f.000c1f63	proc_stop	1623989266
TOP.60cc1c0f.000c1f63	STOP
TOP.60cc2276.000872ee	START
TOP.60cc2276.000872ee	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc2276.000872ee	folder_config->install_dir	.
TOP.60cc2276.000872ee	folder_config->profile_dir	.
TOP.60cc2276.000872ee	folder_config->session_dir	.
TOP.60cc2276.000872ee	folder_config->shared_dir	.
TOP.60cc2276.000872ee	user_options->separator	:
TOP.60cc2276.000872ee	user_options->encoding_from	utf-8
TOP.60cc2276.000872ee	user_options->encoding_to	utf-8
TOP.60cc2276.000872ee	user_options->rp_files[0]	rules/best64.rule
TOP.60cc2276.000872ee	user_options->rule_buf_l	:
TOP.60cc2276.000872ee	user_options->rule_buf_r	:
TOP.60cc2276.000872ee	user_options->session	hashcat
TOP.60cc2276.000872ee	user_options->limit	0
TOP.60cc2276.000872ee	user_options->skip	0
TOP.60cc2276.000872ee	user_options->attack_mode	0
TOP.60cc2276.000872ee	user_options->benchmark	0
TOP.60cc2276.000872ee	user_options->benchmark_all	0
TOP.60cc2276.000872ee	user_options->bitmap_max	18
TOP.60cc2276.000872ee	user_options->bitmap_min	16
TOP.60cc2276.000872ee	user_options->debug_mode	0
TOP.60cc2276.000872ee	user_options->hash_info	0
TOP.60cc2276.000872ee	user_options->force	0
TOP.60cc2276.000872ee	user_options->hwmon_disable	0
TOP.60cc2276.000872ee	user_options->hwmon_temp_abort	90
TOP.60cc2276.000872ee	user_options->hash_mode	10
TOP.60cc2276.000872ee	user_options->hex_charset	0
TOP.60cc2276.000872ee	user_options->hex_salt	0
TOP.60cc2276.000872ee	user_options->hex_wordlist	0
TOP.60cc2276.000872ee	user_options->hook_threads	2
TOP.60cc2276.000872ee	user_options->identify	0
TOP.60cc2276.000872ee	user_options->increment	0
TOP.60cc2276.000872ee	user_options->increment_max	256
TOP.60cc2276.000872ee	user_options->increment_min	1
TOP.60cc2276.000872ee	user_options->keep_guessing	0
TOP.60cc2276.000872ee	user_options->kernel_accel	0
TOP.60cc2276.000872ee	user_options->kernel_loops	0
TOP.60cc2276.000872ee	user_options->kernel_threads	0
TOP.60cc2276.000872ee	user_options->keyspace	0
TOP.60cc2276.000872ee	user_options->left	0
TOP.60cc2276.000872ee	user_options->logfile_disable	0
TOP.60cc2276.000872ee	user_options->loopback	0
TOP.60cc2276.000872ee	user_options->machine_readable	0
TOP.60cc2276.000872ee	user_options->markov_classic	0
TOP.60cc2276.000872ee	user_options->markov_disable	0
TOP.60cc2276.000872ee	user_options->markov_threshold	256
TOP.60cc2276.000872ee	user_options->backend_info	0
TOP.60cc2276.000872ee	user_options->backend_vector_width	0
TOP.60cc2276.000872ee	user_options->optimized_kernel_enable	1
TOP.60cc2276.000872ee	user_options->outfile_autohex	1
TOP.60cc2276.000872ee	user_options->outfile_check_timer	5
TOP.60cc2276.000872ee	user_options->outfile_format	3
TOP.60cc2276.000872ee	user_options->wordlist_autohex_disable	0
TOP.60cc2276.000872ee	user_options->potfile_disable	0
TOP.60cc2276.000872ee	user_options->progress_only	0
TOP.60cc2276.000872ee	user_options->quiet	0
TOP.60cc2276.000872ee	user_options->remove	0
TOP.60cc2276.000872ee	user_options->remove_timer	60
TOP.60cc2276.000872ee	user_options->restore	0
TOP.60cc2276.000872ee	user_options->restore_disable	0
TOP.60cc2276.000872ee	user_options->restore_timer	60
TOP.60cc2276.000872ee	user_options->rp_files_cnt	1
TOP.60cc2276.000872ee	user_options->rp_gen	0
TOP.60cc2276.000872ee	user_options->rp_gen_func_max	4
TOP.60cc2276.000872ee	user_options->rp_gen_func_min	1
TOP.60cc2276.000872ee	user_options->rp_gen_seed	0
TOP.60cc2276.000872ee	user_options->runtime	0
TOP.60cc2276.000872ee	user_options->scrypt_tmto	0
TOP.60cc2276.000872ee	user_options->segment_size	33554432
TOP.60cc2276.000872ee	user_options->self_test_disable	0
TOP.60cc2276.000872ee	user_options->slow_candidates	0
TOP.60cc2276.000872ee	user_options->show	0
TOP.60cc2276.000872ee	user_options->speed_only	0
TOP.60cc2276.000872ee	user_options->spin_damp	0
TOP.60cc2276.000872ee	user_options->status	0
TOP.60cc2276.000872ee	user_options->status_json	0
TOP.60cc2276.000872ee	user_options->status_timer	10
TOP.60cc2276.000872ee	user_options->stdout_flag	0
TOP.60cc2276.000872ee	user_options->usage	0
TOP.60cc2276.000872ee	user_options->username	0
TOP.60cc2276.000872ee	user_options->veracrypt_pim_start	485
TOP.60cc2276.000872ee	user_options->veracrypt_pim_stop	485
TOP.60cc2276.000872ee	user_options->version	0
TOP.60cc2276.000872ee	user_options->workload_profile	4
TOP.60cc2276.000872ee	user_options->brain_client	0
TOP.60cc2276.000872ee	user_options->brain_client_features	2
TOP.60cc2276.000872ee	user_options->brain_server	0
TOP.60cc2276.000872ee	user_options->brain_server_timer	300
TOP.60cc2276.000872ee	user_options->brain_port	6863
TOP.60cc2276.000872ee	user_options->brain_session	0
TOP.60cc2276.000872ee	hashes->hashfile	Preguntas1/archivo_2
TOP.60cc2276.000872ee	hashes->hashlist_mode	5
TOP.60cc2276.000872ee	hashes->hashlist_format	0
TOP.60cc2276.000872ee	hashes->hashes_cnt	0
TOP.60cc2276.000872ee	hashes->digests_cnt	1000
TOP.60cc2276.000872ee	hashes->digests_done	0
TOP.60cc2276.000872ee	hashes->salts_cnt	1
TOP.60cc2276.000872ee	hashes->salts_done	0
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	START
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	rulefile	rules/best64.rule
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	runtime_start	1623990903
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	runtime_stop	1623990904
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	status-after-work	5
TOP.60cc2276.000872ee	SUB.60cc2276.000d6d6b	STOP
TOP.60cc2276.000872ee	proc_start	1623990902
TOP.60cc2276.000872ee	proc_stop	1623990905
TOP.60cc2276.000872ee	STOP
TOP.60cc29d7.0005ef8a	START
TOP.60cc29d7.0005ef8a	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc29d7.0005ef8a	folder_config->install_dir	.
TOP.60cc29d7.0005ef8a	folder_config->profile_dir	.
TOP.60cc29d7.0005ef8a	folder_config->session_dir	.
TOP.60cc29d7.0005ef8a	folder_config->shared_dir	.
TOP.60cc29d7.0005ef8a	user_options->separator	:
TOP.60cc29d7.0005ef8a	user_options->encoding_from	utf-8
TOP.60cc29d7.0005ef8a	user_options->encoding_to	utf-8
TOP.60cc29d7.0005ef8a	user_options->rp_files[0]	rules/best64.rule
TOP.60cc29d7.0005ef8a	user_options->rule_buf_l	:
TOP.60cc29d7.0005ef8a	user_options->rule_buf_r	:
TOP.60cc29d7.0005ef8a	user_options->session	hashcat
TOP.60cc29d7.0005ef8a	user_options->limit	0
TOP.60cc29d7.0005ef8a	user_options->skip	0
TOP.60cc29d7.0005ef8a	user_options->attack_mode	0
TOP.60cc29d7.0005ef8a	user_options->benchmark	0
TOP.60cc29d7.0005ef8a	user_options->benchmark_all	0
TOP.60cc29d7.0005ef8a	user_options->bitmap_max	18
TOP.60cc29d7.0005ef8a	user_options->bitmap_min	16
TOP.60cc29d7.0005ef8a	user_options->debug_mode	0
TOP.60cc29d7.0005ef8a	user_options->hash_info	0
TOP.60cc29d7.0005ef8a	user_options->force	0
TOP.60cc29d7.0005ef8a	user_options->hwmon_disable	0
TOP.60cc29d7.0005ef8a	user_options->hwmon_temp_abort	90
TOP.60cc29d7.0005ef8a	user_options->hash_mode	10
TOP.60cc29d7.0005ef8a	user_options->hex_charset	0
TOP.60cc29d7.0005ef8a	user_options->hex_salt	0
TOP.60cc29d7.0005ef8a	user_options->hex_wordlist	0
TOP.60cc29d7.0005ef8a	user_options->hook_threads	2
TOP.60cc29d7.0005ef8a	user_options->identify	0
TOP.60cc29d7.0005ef8a	user_options->increment	0
TOP.60cc29d7.0005ef8a	user_options->increment_max	256
TOP.60cc29d7.0005ef8a	user_options->increment_min	1
TOP.60cc29d7.0005ef8a	user_options->keep_guessing	0
TOP.60cc29d7.0005ef8a	user_options->kernel_accel	0
TOP.60cc29d7.0005ef8a	user_options->kernel_loops	0
TOP.60cc29d7.0005ef8a	user_options->kernel_threads	0
TOP.60cc29d7.0005ef8a	user_options->keyspace	0
TOP.60cc29d7.0005ef8a	user_options->left	0
TOP.60cc29d7.0005ef8a	user_options->logfile_disable	0
TOP.60cc29d7.0005ef8a	user_options->loopback	0
TOP.60cc29d7.0005ef8a	user_options->machine_readable	0
TOP.60cc29d7.0005ef8a	user_options->markov_classic	0
TOP.60cc29d7.0005ef8a	user_options->markov_disable	0
TOP.60cc29d7.0005ef8a	user_options->markov_threshold	256
TOP.60cc29d7.0005ef8a	user_options->backend_info	0
TOP.60cc29d7.0005ef8a	user_options->backend_vector_width	0
TOP.60cc29d7.0005ef8a	user_options->optimized_kernel_enable	1
TOP.60cc29d7.0005ef8a	user_options->outfile_autohex	1
TOP.60cc29d7.0005ef8a	user_options->outfile_check_timer	5
TOP.60cc29d7.0005ef8a	user_options->outfile_format	3
TOP.60cc29d7.0005ef8a	user_options->wordlist_autohex_disable	0
TOP.60cc29d7.0005ef8a	user_options->potfile_disable	0
TOP.60cc29d7.0005ef8a	user_options->progress_only	0
TOP.60cc29d7.0005ef8a	user_options->quiet	0
TOP.60cc29d7.0005ef8a	user_options->remove	0
TOP.60cc29d7.0005ef8a	user_options->remove_timer	60
TOP.60cc29d7.0005ef8a	user_options->restore	0
TOP.60cc29d7.0005ef8a	user_options->restore_disable	0
TOP.60cc29d7.0005ef8a	user_options->restore_timer	60
TOP.60cc29d7.0005ef8a	user_options->rp_files_cnt	1
TOP.60cc29d7.0005ef8a	user_options->rp_gen	0
TOP.60cc29d7.0005ef8a	user_options->rp_gen_func_max	4
TOP.60cc29d7.0005ef8a	user_options->rp_gen_func_min	1
TOP.60cc29d7.0005ef8a	user_options->rp_gen_seed	0
TOP.60cc29d7.0005ef8a	user_options->runtime	0
TOP.60cc29d7.0005ef8a	user_options->scrypt_tmto	0
TOP.60cc29d7.0005ef8a	user_options->segment_size	33554432
TOP.60cc29d7.0005ef8a	user_options->self_test_disable	0
TOP.60cc29d7.0005ef8a	user_options->slow_candidates	0
TOP.60cc29d7.0005ef8a	user_options->show	0
TOP.60cc29d7.0005ef8a	user_options->speed_only	0
TOP.60cc29d7.0005ef8a	user_options->spin_damp	0
TOP.60cc29d7.0005ef8a	user_options->status	0
TOP.60cc29d7.0005ef8a	user_options->status_json	0
TOP.60cc29d7.0005ef8a	user_options->status_timer	10
TOP.60cc29d7.0005ef8a	user_options->stdout_flag	0
TOP.60cc29d7.0005ef8a	user_options->usage	0
TOP.60cc29d7.0005ef8a	user_options->username	0
TOP.60cc29d7.0005ef8a	user_options->veracrypt_pim_start	485
TOP.60cc29d7.0005ef8a	user_options->veracrypt_pim_stop	485
TOP.60cc29d7.0005ef8a	user_options->version	0
TOP.60cc29d7.0005ef8a	user_options->workload_profile	4
TOP.60cc29d7.0005ef8a	user_options->brain_client	0
TOP.60cc29d7.0005ef8a	user_options->brain_client_features	2
TOP.60cc29d7.0005ef8a	user_options->brain_server	0
TOP.60cc29d7.0005ef8a	user_options->brain_server_timer	300
TOP.60cc29d7.0005ef8a	user_options->brain_port	6863
TOP.60cc29d7.0005ef8a	user_options->brain_session	0
TOP.60cc29d7.0005ef8a	hashes->hashfile	Preguntas1/archivo_3
TOP.60cc29d7.0005ef8a	hashes->hashlist_mode	5
TOP.60cc29d7.0005ef8a	hashes->hashlist_format	0
TOP.60cc29d7.0005ef8a	hashes->hashes_cnt	0
TOP.60cc29d7.0005ef8a	hashes->digests_cnt	1000
TOP.60cc29d7.0005ef8a	hashes->digests_done	0
TOP.60cc29d7.0005ef8a	hashes->salts_cnt	1000
TOP.60cc29d7.0005ef8a	hashes->salts_done	0
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	START
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	rulefile	rules/best64.rule
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	runtime_start	1623992792
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	runtime_stop	1623992796
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	status-after-work	5
TOP.60cc29d7.0005ef8a	SUB.60cc29d7.000a8a8d	STOP
TOP.60cc29d7.0005ef8a	proc_start	1623992791
TOP.60cc29d7.0005ef8a	proc_stop	1623992797
TOP.60cc29d7.0005ef8a	STOP
TOP.60cc2a97.000241b1	START
TOP.60cc2a97.000241b1	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc2a97.000241b1	folder_config->install_dir	.
TOP.60cc2a97.000241b1	folder_config->profile_dir	.
TOP.60cc2a97.000241b1	folder_config->session_dir	.
TOP.60cc2a97.000241b1	folder_config->shared_dir	.
TOP.60cc2a97.000241b1	user_options->separator	:
TOP.60cc2a97.000241b1	user_options->encoding_from	utf-8
TOP.60cc2a97.000241b1	user_options->encoding_to	utf-8
TOP.60cc2a97.000241b1	user_options->rp_files[0]	rules/best64.rule
TOP.60cc2a97.000241b1	user_options->rule_buf_l	:
TOP.60cc2a97.000241b1	user_options->rule_buf_r	:
TOP.60cc2a97.000241b1	user_options->session	hashcat
TOP.60cc2a97.000241b1	user_options->limit	0
TOP.60cc2a97.000241b1	user_options->skip	0
TOP.60cc2a97.000241b1	user_options->attack_mode	0
TOP.60cc2a97.000241b1	user_options->benchmark	0
TOP.60cc2a97.000241b1	user_options->benchmark_all	0
TOP.60cc2a97.000241b1	user_options->bitmap_max	18
TOP.60cc2a97.000241b1	user_options->bitmap_min	16
TOP.60cc2a97.000241b1	user_options->debug_mode	0
TOP.60cc2a97.000241b1	user_options->hash_info	0
TOP.60cc2a97.000241b1	user_options->force	0
TOP.60cc2a97.000241b1	user_options->hwmon_disable	0
TOP.60cc2a97.000241b1	user_options->hwmon_temp_abort	90
TOP.60cc2a97.000241b1	user_options->hash_mode	0
TOP.60cc2a97.000241b1	user_options->hex_charset	0
TOP.60cc2a97.000241b1	user_options->hex_salt	0
TOP.60cc2a97.000241b1	user_options->hex_wordlist	0
TOP.60cc2a97.000241b1	user_options->hook_threads	2
TOP.60cc2a97.000241b1	user_options->identify	0
TOP.60cc2a97.000241b1	user_options->increment	0
TOP.60cc2a97.000241b1	user_options->increment_max	256
TOP.60cc2a97.000241b1	user_options->increment_min	1
TOP.60cc2a97.000241b1	user_options->keep_guessing	0
TOP.60cc2a97.000241b1	user_options->kernel_accel	0
TOP.60cc2a97.000241b1	user_options->kernel_loops	0
TOP.60cc2a97.000241b1	user_options->kernel_threads	0
TOP.60cc2a97.000241b1	user_options->keyspace	0
TOP.60cc2a97.000241b1	user_options->left	0
TOP.60cc2a97.000241b1	user_options->logfile_disable	0
TOP.60cc2a97.000241b1	user_options->loopback	0
TOP.60cc2a97.000241b1	user_options->machine_readable	0
TOP.60cc2a97.000241b1	user_options->markov_classic	0
TOP.60cc2a97.000241b1	user_options->markov_disable	0
TOP.60cc2a97.000241b1	user_options->markov_threshold	256
TOP.60cc2a97.000241b1	user_options->backend_info	0
TOP.60cc2a97.000241b1	user_options->backend_vector_width	0
TOP.60cc2a97.000241b1	user_options->optimized_kernel_enable	1
TOP.60cc2a97.000241b1	user_options->outfile_autohex	1
TOP.60cc2a97.000241b1	user_options->outfile_check_timer	5
TOP.60cc2a97.000241b1	user_options->outfile_format	3
TOP.60cc2a97.000241b1	user_options->wordlist_autohex_disable	0
TOP.60cc2a97.000241b1	user_options->potfile_disable	0
TOP.60cc2a97.000241b1	user_options->progress_only	0
TOP.60cc2a97.000241b1	user_options->quiet	0
TOP.60cc2a97.000241b1	user_options->remove	0
TOP.60cc2a97.000241b1	user_options->remove_timer	60
TOP.60cc2a97.000241b1	user_options->restore	0
TOP.60cc2a97.000241b1	user_options->restore_disable	0
TOP.60cc2a97.000241b1	user_options->restore_timer	60
TOP.60cc2a97.000241b1	user_options->rp_files_cnt	1
TOP.60cc2a97.000241b1	user_options->rp_gen	0
TOP.60cc2a97.000241b1	user_options->rp_gen_func_max	4
TOP.60cc2a97.000241b1	user_options->rp_gen_func_min	1
TOP.60cc2a97.000241b1	user_options->rp_gen_seed	0
TOP.60cc2a97.000241b1	user_options->runtime	0
TOP.60cc2a97.000241b1	user_options->scrypt_tmto	0
TOP.60cc2a97.000241b1	user_options->segment_size	33554432
TOP.60cc2a97.000241b1	user_options->self_test_disable	0
TOP.60cc2a97.000241b1	user_options->slow_candidates	0
TOP.60cc2a97.000241b1	user_options->show	0
TOP.60cc2a97.000241b1	user_options->speed_only	0
TOP.60cc2a97.000241b1	user_options->spin_damp	0
TOP.60cc2a97.000241b1	user_options->status	0
TOP.60cc2a97.000241b1	user_options->status_json	0
TOP.60cc2a97.000241b1	user_options->status_timer	10
TOP.60cc2a97.000241b1	user_options->stdout_flag	0
TOP.60cc2a97.000241b1	user_options->usage	0
TOP.60cc2a97.000241b1	user_options->username	0
TOP.60cc2a97.000241b1	user_options->veracrypt_pim_start	485
TOP.60cc2a97.000241b1	user_options->veracrypt_pim_stop	485
TOP.60cc2a97.000241b1	user_options->version	0
TOP.60cc2a97.000241b1	user_options->workload_profile	4
TOP.60cc2a97.000241b1	user_options->brain_client	0
TOP.60cc2a97.000241b1	user_options->brain_client_features	2
TOP.60cc2a97.000241b1	user_options->brain_server	0
TOP.60cc2a97.000241b1	user_options->brain_server_timer	300
TOP.60cc2a97.000241b1	user_options->brain_port	6863
TOP.60cc2a97.000241b1	user_options->brain_session	0
TOP.60cc2a97.000241b1	hashes->hashfile	Preguntas1/archivo_4
TOP.60cc2a97.000241b1	hashes->hashlist_mode	5
TOP.60cc2a97.000241b1	hashes->hashlist_format	0
TOP.60cc2a97.000241b1	hashes->hashes_cnt	0
TOP.60cc2a97.000241b1	hashes->digests_cnt	1000
TOP.60cc2a97.000241b1	hashes->digests_done	0
TOP.60cc2a97.000241b1	hashes->salts_cnt	1
TOP.60cc2a97.000241b1	hashes->salts_done	0
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	START
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	rulefile	rules/best64.rule
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	runtime_start	1623992984
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	runtime_stop	1623992984
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	status-after-work	5
TOP.60cc2a97.000241b1	SUB.60cc2a97.00095b9b	STOP
TOP.60cc2a97.000241b1	proc_start	1623992983
TOP.60cc2a97.000241b1	proc_stop	1623992985
TOP.60cc2a97.000241b1	STOP
TOP.60cc2d94.000e4629	START
TOP.60cc2d94.000e4629	folder_config->cwd	C:\Users\juan2\Documents\tarea 3\hashcat-6.2.2
TOP.60cc2d94.000e4629	folder_config->install_dir	.
TOP.60cc2d94.000e4629	folder_config->profile_dir	.
TOP.60cc2d94.000e4629	folder_config->session_dir	.
TOP.60cc2d94.000e4629	folder_config->shared_dir	.
TOP.60cc2d94.000e4629	user_options->separator	:
TOP.60cc2d94.000e4629	user_options->encoding_from	utf-8
